ZipCode,MedianIncome
41503,B: 20-40k
41512,B: 20-40k
41514,B: 20-40k
41517,B: 20-40k
41519,C: 40-60k
41522,B: 20-40k
41524,B: 20-40k
41527,C: 40-60k
41528,B: 20-40k
41531,B: 20-40k
41534,B: 20-40k
41535,C: 40-60k
41537,B: 20-40k
41539,C: 40-60k
41540,C: 40-60k
41543,B: 20-40k
41544,B: 20-40k
41548,B: 20-40k
41553,B: 20-40k
41554,B: 20-40k
41555,B: 20-40k
41557,C: 40-60k
41558,B: 20-40k
41559,B: 20-40k
41562,B: 20-40k
41563,B: 20-40k
41564,B: 20-40k
41567,B: 20-40k
41571,B: 20-40k
41572,B: 20-40k
41601,B: 20-40k
41602,B: 20-40k
41603,C: 40-60k
41604,B: 20-40k
41606,B: 20-40k
41612,C: 40-60k
41615,B: 20-40k
41616,B: 20-40k
41621,B: 20-40k
41622,B: 20-40k
41630,B: 20-40k
41632,B: 20-40k
41635,B: 20-40k
41636,C: 40-60k
41640,B: 20-40k
41643,E: 80-100k
41645,B: 20-40k
41647,B: 20-40k
41649,B: 20-40k
41653,B: 20-40k
41659,B: 20-40k
41660,A: 0-20k
41663,C: 40-60k
41666,B: 20-40k
41669,B: 20-40k
41701,B: 20-40k
41714,C: 40-60k
41719,B: 20-40k
41721,B: 20-40k
41722,B: 20-40k
41723,B: 20-40k
41731,B: 20-40k
41739,D: 60-80k
41740,C: 40-60k
41745,B: 20-40k
41746,B: 20-40k
41749,B: 20-40k
41754,C: 40-60k
41759,C: 40-60k
41763,B: 20-40k
41764,B: 20-40k
41772,B: 20-40k
41773,B: 20-40k
41774,B: 20-40k
41776,B: 20-40k
41777,B: 20-40k
41804,B: 20-40k
41810,D: 60-80k
41812,A: 0-20k
41815,B: 20-40k
41817,D: 60-80k
41821,B: 20-40k
41822,B: 20-40k
41824,B: 20-40k
41825,B: 20-40k
41826,B: 20-40k
41828,B: 20-40k
41831,B: 20-40k
41833,C: 40-60k
41834,B: 20-40k
41835,B: 20-40k
41836,B: 20-40k
41837,B: 20-40k
41838,A: 0-20k
41839,B: 20-40k
41840,B: 20-40k
41844,B: 20-40k
41845,A: 0-20k
41847,C: 40-60k
41849,D: 60-80k
41855,B: 20-40k
41858,B: 20-40k
41859,B: 20-40k
41861,B: 20-40k
41862,B: 20-40k
42001,C: 40-60k
42003,B: 20-40k
42020,D: 60-80k
42021,B: 20-40k
42022,B: 20-40k
42023,C: 40-60k
42024,C: 40-60k
42025,C: 40-60k
42027,C: 40-60k
42028,C: 40-60k
42029,C: 40-60k
42031,B: 20-40k
42032,B: 20-40k
42035,C: 40-60k
42036,C: 40-60k
42038,C: 40-60k
42039,C: 40-60k
42040,C: 40-60k
42041,B: 20-40k
42044,D: 60-80k
42045,C: 40-60k
42047,E: 80-100k
42048,B: 20-40k
42049,C: 40-60k
42050,B: 20-40k
42051,C: 40-60k
42053,C: 40-60k
42054,E: 80-100k
42055,C: 40-60k
42056,C: 40-60k
42058,C: 40-60k
42060,B: 20-40k
42064,B: 20-40k
42066,B: 20-40k
42069,C: 40-60k
42071,B: 20-40k
42076,B: 20-40k
42078,B: 20-40k
42079,B: 20-40k
42081,B: 20-40k
42082,C: 40-60k
42083,C: 40-60k
42084,B: 20-40k
42085,B: 20-40k
42086,D: 60-80k
42087,C: 40-60k
42088,C: 40-60k
42101,B: 20-40k
42102,A: 0-20k
42103,D: 60-80k
42104,C: 40-60k
42120,B: 20-40k
42122,D: 60-80k
42123,B: 20-40k
42127,B: 20-40k
42129,B: 20-40k
42130,C: 40-60k
42133,C: 40-60k
42134,B: 20-40k
42140,B: 20-40k
42141,B: 20-40k
42153,B: 20-40k
42154,C: 40-60k
42156,D: 60-80k
42157,B: 20-40k
42159,D: 60-80k
42160,C: 40-60k
42164,C: 40-60k
42166,B: 20-40k
42167,B: 20-40k
42170,D: 60-80k
42171,C: 40-60k
42202,C: 40-60k
42204,B: 20-40k
42206,C: 40-60k
42207,C: 40-60k
42210,B: 20-40k
42211,C: 40-60k
42214,C: 40-60k
42215,B: 20-40k
42217,C: 40-60k
42220,B: 20-40k
42223,C: 40-60k
42232,D: 60-80k
42234,B: 20-40k
42236,C: 40-60k
42240,B: 20-40k
42254,D: 60-80k
42256,C: 40-60k
42259,B: 20-40k
42261,B: 20-40k
42262,C: 40-60k
42265,B: 20-40k
42266,C: 40-60k
42273,C: 40-60k
42274,C: 40-60k
42275,B: 20-40k
42276,B: 20-40k
42280,A: 0-20k
42285,C: 40-60k
42286,C: 40-60k
42301,C: 40-60k
42303,C: 40-60k
42320,C: 40-60k
42321,B: 20-40k
42323,C: 40-60k
42324,B: 20-40k
42325,B: 20-40k
42327,C: 40-60k
42328,C: 40-60k
42330,B: 20-40k
42333,B: 20-40k
42337,B: 20-40k
42339,B: 20-40k
42343,B: 20-40k
42344,B: 20-40k
42345,C: 40-60k
42347,B: 20-40k
42348,C: 40-60k
42349,B: 20-40k
42350,C: 40-60k
42351,C: 40-60k
42352,B: 20-40k
42354,C: 40-60k
42355,C: 40-60k
42361,D: 60-80k
42366,D: 60-80k
42367,B: 20-40k
42368,C: 40-60k
42369,B: 20-40k
42371,B: 20-40k
42372,C: 40-60k
42374,E: 80-100k
42376,C: 40-60k
42378,C: 40-60k
42404,C: 40-60k
42406,C: 40-60k
42408,B: 20-40k
42409,C: 40-60k
42410,B: 20-40k
42411,C: 40-60k
42413,D: 60-80k
42420,B: 20-40k
42431,C: 40-60k
42436,C: 40-60k
42437,C: 40-60k
42440,B: 20-40k
42441,C: 40-60k
42442,C: 40-60k
42445,C: 40-60k
42450,B: 20-40k
42451,B: 20-40k
42452,D: 60-80k
42453,B: 20-40k
42455,C: 40-60k
42456,C: 40-60k
42458,D: 60-80k
42459,B: 20-40k
42461,B: 20-40k
42462,C: 40-60k
42464,B: 20-40k
42501,B: 20-40k
42503,C: 40-60k
42516,B: 20-40k
42518,B: 20-40k
42519,B: 20-40k
42528,B: 20-40k
42533,C: 40-60k
42539,B: 20-40k
42541,B: 20-40k
42544,B: 20-40k
42553,C: 40-60k
42565,A: 0-20k
42566,C: 40-60k
42567,B: 20-40k
42602,B: 20-40k
42603,A: 0-20k
42629,B: 20-40k
42633,B: 20-40k
42634,B: 20-40k
42635,B: 20-40k
42642,B: 20-40k
42647,A: 0-20k
42649,B: 20-40k
42653,A: 0-20k
42701,C: 40-60k
42712,B: 20-40k
42713,B: 20-40k
42716,C: 40-60k
42717,B: 20-40k
42718,B: 20-40k
42721,B: 20-40k
42722,C: 40-60k
42724,C: 40-60k
42726,B: 20-40k
42728,B: 20-40k
42729,B: 20-40k
42731,A: 0-20k
42732,C: 40-60k
42733,B: 20-40k
42740,D: 60-80k
42741,B: 20-40k
42743,B: 20-40k
42746,B: 20-40k
42748,B: 20-40k
42749,B: 20-40k
42753,B: 20-40k
42754,B: 20-40k
42757,C: 40-60k
42762,C: 40-60k
42765,B: 20-40k
42776,C: 40-60k
42782,B: 20-40k
42784,B: 20-40k
42788,D: 60-80k
43001,E: 80-100k
43002,E: 80-100k
43003,C: 40-60k
43004,D: 60-80k
43005,C: 40-60k
43006,C: 40-60k
43008,B: 20-40k
43009,D: 60-80k
43010,C: 40-60k
43011,D: 60-80k
43013,C: 40-60k
43014,C: 40-60k
43015,D: 60-80k
43016,E: 80-100k
43017,E: 80-100k
43019,C: 40-60k
43021,F: 100-120k
43022,D: 60-80k
43023,E: 80-100k
43025,D: 60-80k
43026,D: 60-80k
43028,C: 40-60k
43029,C: 40-60k
43031,D: 60-80k
43033,C: 40-60k
43035,F: 100-120k
43036,B: 20-40k
43037,C: 40-60k
43040,D: 60-80k
43044,D: 60-80k
43045,D: 60-80k
43046,D: 60-80k
43050,C: 40-60k
43054,F: 100-120k
43055,C: 40-60k
43056,C: 40-60k
43060,C: 40-60k
43061,D: 60-80k
43062,D: 60-80k
43064,D: 60-80k
43065,F: 100-120k
43066,D: 60-80k
43067,D: 60-80k
43068,C: 40-60k
43071,C: 40-60k
43072,C: 40-60k
43074,D: 60-80k
43076,C: 40-60k
43077,C: 40-60k
43078,C: 40-60k
43080,C: 40-60k
43081,D: 60-80k
43082,F: 100-120k
43084,C: 40-60k
43085,D: 60-80k
43101,B: 20-40k
43102,C: 40-60k
43103,D: 60-80k
43105,D: 60-80k
43106,B: 20-40k
43107,C: 40-60k
43109,C: 40-60k
43110,D: 60-80k
43112,D: 60-80k
43113,C: 40-60k
43115,B: 20-40k
43116,E: 80-100k
43117,E: 80-100k
43119,D: 60-80k
43123,D: 60-80k
43125,D: 60-80k
43126,B: 20-40k
43127,B: 20-40k
43128,B: 20-40k
43130,C: 40-60k
43135,B: 20-40k
43136,C: 40-60k
43137,C: 40-60k
43138,B: 20-40k
43140,C: 40-60k
43142,B: 20-40k
43143,C: 40-60k
43144,B: 20-40k
43145,C: 40-60k
43146,D: 60-80k
43147,E: 80-100k
43148,C: 40-60k
43149,D: 60-80k
43150,C: 40-60k
43151,C: 40-60k
43152,B: 20-40k
43153,C: 40-60k
43154,C: 40-60k
43155,C: 40-60k
43156,B: 20-40k
43157,B: 20-40k
43160,B: 20-40k
43162,C: 40-60k
43164,C: 40-60k
43201,B: 20-40k
43202,C: 40-60k
43203,B: 20-40k
43204,C: 40-60k
43205,B: 20-40k
43206,C: 40-60k
43207,B: 20-40k
43209,C: 40-60k
43210,A: 0-20k
43211,B: 20-40k
43212,C: 40-60k
43213,B: 20-40k
43214,D: 60-80k
43215,C: 40-60k
43217,B: 20-40k
43219,B: 20-40k
43220,D: 60-80k
43221,E: 80-100k
43222,B: 20-40k
43223,B: 20-40k
43224,B: 20-40k
43227,B: 20-40k
43228,C: 40-60k
43229,B: 20-40k
43230,D: 60-80k
43231,C: 40-60k
43232,B: 20-40k
43235,D: 60-80k
43240,D: 60-80k
43302,B: 20-40k
43310,C: 40-60k
43311,C: 40-60k
43314,D: 60-80k
43315,C: 40-60k
43316,C: 40-60k
43317,C: 40-60k
43318,C: 40-60k
43319,D: 60-80k
43320,D: 60-80k
43321,C: 40-60k
43322,B: 20-40k
43323,C: 40-60k
43324,C: 40-60k
43326,C: 40-60k
43330,C: 40-60k
43331,B: 20-40k
43332,B: 20-40k
43333,C: 40-60k
43334,C: 40-60k
43337,D: 60-80k
43338,C: 40-60k
43340,C: 40-60k
43341,C: 40-60k
43342,C: 40-60k
43343,C: 40-60k
43344,C: 40-60k
43345,D: 60-80k
43347,C: 40-60k
43348,B: 20-40k
43351,C: 40-60k
43356,D: 60-80k
43357,D: 60-80k
43358,C: 40-60k
43359,C: 40-60k
43360,D: 60-80k
43402,C: 40-60k
43406,C: 40-60k
43407,C: 40-60k
43408,C: 40-60k
43410,C: 40-60k
43412,D: 60-80k
43413,C: 40-60k
43416,C: 40-60k
43420,C: 40-60k
43430,D: 60-80k
43431,C: 40-60k
43432,D: 60-80k
43435,D: 60-80k
43437,C: 40-60k
43438,C: 40-60k
43440,C: 40-60k
43442,C: 40-60k
43443,D: 60-80k
43445,D: 60-80k
43446,C: 40-60k
43447,C: 40-60k
43449,C: 40-60k
43450,C: 40-60k
43451,C: 40-60k
43452,C: 40-60k
43456,C: 40-60k
43457,C: 40-60k
43458,C: 40-60k
43460,C: 40-60k
43462,C: 40-60k
43464,D: 60-80k
43465,C: 40-60k
43466,C: 40-60k
43467,B: 20-40k
43468,C: 40-60k
43469,D: 60-80k
43501,C: 40-60k
43502,C: 40-60k
43504,D: 60-80k
43505,B: 20-40k
43506,C: 40-60k
43511,C: 40-60k
43512,C: 40-60k
43515,C: 40-60k
43516,C: 40-60k
43517,C: 40-60k
43518,C: 40-60k
43519,D: 60-80k
43521,B: 20-40k
43522,D: 60-80k
43524,C: 40-60k
43525,D: 60-80k
43526,C: 40-60k
43527,C: 40-60k
43528,D: 60-80k
43529,C: 40-60k
43531,A: 0-20k
43532,C: 40-60k
43533,C: 40-60k
43534,C: 40-60k
43535,D: 60-80k
43536,D: 60-80k
43537,D: 60-80k
43540,D: 60-80k
43541,C: 40-60k
43542,F: 100-120k
43543,C: 40-60k
43545,C: 40-60k
43547,C: 40-60k
43548,C: 40-60k
43549,D: 60-80k
43551,D: 60-80k
43553,C: 40-60k
43554,C: 40-60k
43555,C: 40-60k
43556,C: 40-60k
43557,C: 40-60k
43558,C: 40-60k
43560,D: 60-80k
43565,D: 60-80k
43566,D: 60-80k
43567,C: 40-60k
43569,C: 40-60k
43570,C: 40-60k
43571,D: 60-80k
43604,A: 0-20k
43605,B: 20-40k
43606,B: 20-40k
43607,B: 20-40k
43608,B: 20-40k
43609,B: 20-40k
43610,B: 20-40k
43611,B: 20-40k
43612,B: 20-40k
43613,C: 40-60k
43614,C: 40-60k
43615,C: 40-60k
43616,C: 40-60k
43617,E: 80-100k
43619,C: 40-60k
43620,B: 20-40k
43623,C: 40-60k
43701,B: 20-40k
43713,C: 40-60k
43716,C: 40-60k
43717,C: 40-60k
43718,C: 40-60k
43719,C: 40-60k
43720,C: 40-60k
43722,B: 20-40k
43723,B: 20-40k
43724,C: 40-60k
43725,B: 20-40k
43727,C: 40-60k
43728,B: 20-40k
43730,B: 20-40k
43731,B: 20-40k
43732,C: 40-60k
43734,C: 40-60k
43735,C: 40-60k
43736,C: 40-60k
43738,C: 40-60k
43739,D: 60-80k
43740,B: 20-40k
43746,C: 40-60k
43747,B: 20-40k
43748,B: 20-40k
43749,C: 40-60k
43750,C: 40-60k
43754,C: 40-60k
43755,C: 40-60k
43756,B: 20-40k
43758,C: 40-60k
43759,B: 20-40k
43760,D: 60-80k
43762,C: 40-60k
43764,C: 40-60k
43766,B: 20-40k
43767,C: 40-60k
43768,C: 40-60k
43771,C: 40-60k
43772,C: 40-60k
43773,C: 40-60k
43777,B: 20-40k
43778,D: 60-80k
43779,B: 20-40k
43780,C: 40-60k
43782,B: 20-40k
43783,C: 40-60k
43787,B: 20-40k
43788,C: 40-60k
43793,B: 20-40k
43802,C: 40-60k
43804,C: 40-60k
43811,C: 40-60k
43812,B: 20-40k
43821,C: 40-60k
43822,C: 40-60k
43824,C: 40-60k
43830,C: 40-60k
43832,C: 40-60k
43836,C: 40-60k
43837,C: 40-60k
43840,D: 60-80k
43842,C: 40-60k
43843,C: 40-60k
43844,C: 40-60k
43845,C: 40-60k
43901,C: 40-60k
43903,C: 40-60k
43905,B: 20-40k
43906,B: 20-40k
43907,C: 40-60k
43908,C: 40-60k
43910,C: 40-60k
43912,B: 20-40k
43913,C: 40-60k
43915,C: 40-60k
43917,C: 40-60k
43920,B: 20-40k
43926,B: 20-40k
43927,C: 40-60k
43930,C: 40-60k
43931,C: 40-60k
43932,C: 40-60k
43933,C: 40-60k
43935,B: 20-40k
43938,C: 40-60k
43939,B: 20-40k
43940,C: 40-60k
43942,C: 40-60k
43943,C: 40-60k
43944,C: 40-60k
43945,B: 20-40k
43946,C: 40-60k
43947,C: 40-60k
43948,C: 40-60k
43950,C: 40-60k
43952,B: 20-40k
43953,C: 40-60k
43961,B: 20-40k
43962,C: 40-60k
43963,B: 20-40k
43964,C: 40-60k
43968,B: 20-40k
43971,B: 20-40k
43972,F: 100-120k
43973,B: 20-40k
43974,B: 20-40k
43976,C: 40-60k
43977,C: 40-60k
43983,B: 20-40k
43985,C: 40-60k
43986,C: 40-60k
43988,C: 40-60k
44001,D: 60-80k
44003,B: 20-40k
44004,B: 20-40k
44010,C: 40-60k
44011,E: 80-100k
44012,E: 80-100k
44017,C: 40-60k
44021,C: 40-60k
44022,F: 100-120k
44023,F: 100-120k
44024,D: 60-80k
44026,D: 60-80k
44028,D: 60-80k
44030,B: 20-40k
44032,C: 40-60k
44035,C: 40-60k
44039,D: 60-80k
44040,F: 100-120k
44041,C: 40-60k
44044,D: 60-80k
44045,D: 60-80k
44046,D: 60-80k
44047,C: 40-60k
44048,C: 40-60k
44049,C: 40-60k
44050,D: 60-80k
44052,B: 20-40k
44053,C: 40-60k
44054,C: 40-60k
44055,B: 20-40k
44056,E: 80-100k
44057,C: 40-60k
44060,D: 60-80k
44062,C: 40-60k
44064,D: 60-80k
44065,D: 60-80k
44067,D: 60-80k
44070,D: 60-80k
44072,E: 80-100k
44074,D: 60-80k
44076,C: 40-60k
44077,C: 40-60k
44080,D: 60-80k
44081,D: 60-80k
44082,C: 40-60k
44084,C: 40-60k
44085,C: 40-60k
44086,C: 40-60k
44087,D: 60-80k
44089,C: 40-60k
44090,D: 60-80k
44092,C: 40-60k
44093,C: 40-60k
44094,C: 40-60k
44095,C: 40-60k
44099,D: 60-80k
44102,B: 20-40k
44103,A: 0-20k
44104,A: 0-20k
44105,B: 20-40k
44106,B: 20-40k
44107,C: 40-60k
44108,B: 20-40k
44109,B: 20-40k
44110,B: 20-40k
44111,B: 20-40k
44112,B: 20-40k
44113,B: 20-40k
44114,B: 20-40k
44115,A: 0-20k
44116,D: 60-80k
44117,B: 20-40k
44118,C: 40-60k
44119,C: 40-60k
44120,B: 20-40k
44121,C: 40-60k
44122,D: 60-80k
44123,C: 40-60k
44124,C: 40-60k
44125,C: 40-60k
44126,C: 40-60k
44127,B: 20-40k
44128,B: 20-40k
44129,C: 40-60k
44130,C: 40-60k
44131,D: 60-80k
44132,B: 20-40k
44133,D: 60-80k
44134,C: 40-60k
44135,B: 20-40k
44136,D: 60-80k
44137,B: 20-40k
44138,D: 60-80k
44139,E: 80-100k
44140,E: 80-100k
44141,E: 80-100k
44142,C: 40-60k
44143,C: 40-60k
44144,C: 40-60k
44145,D: 60-80k
44146,C: 40-60k
44147,D: 60-80k
44149,E: 80-100k
44201,C: 40-60k
44202,E: 80-100k
44203,C: 40-60k
44212,D: 60-80k
44214,C: 40-60k
44215,C: 40-60k
44216,D: 60-80k
44217,C: 40-60k
44221,C: 40-60k
44223,C: 40-60k
44224,D: 60-80k
44230,C: 40-60k
44231,C: 40-60k
44233,E: 80-100k
44234,C: 40-60k
44235,C: 40-60k
44236,F: 100-120k
44240,C: 40-60k
44241,C: 40-60k
44250,B: 20-40k
44251,D: 60-80k
44253,E: 80-100k
44254,C: 40-60k
44255,C: 40-60k
44256,D: 60-80k
44260,C: 40-60k
44262,D: 60-80k
44264,D: 60-80k
44266,C: 40-60k
44270,C: 40-60k
44272,D: 60-80k
44273,D: 60-80k
44275,D: 60-80k
44276,C: 40-60k
44278,C: 40-60k
44280,D: 60-80k
44281,D: 60-80k
44286,E: 80-100k
44287,C: 40-60k
44288,C: 40-60k
44301,B: 20-40k
44302,B: 20-40k
44303,C: 40-60k
44304,A: 0-20k
44305,B: 20-40k
44306,B: 20-40k
44307,A: 0-20k
44308,A: 0-20k
44310,B: 20-40k
44311,A: 0-20k
44312,C: 40-60k
44313,C: 40-60k
44314,B: 20-40k
44319,C: 40-60k
44320,B: 20-40k
44321,D: 60-80k
44333,D: 60-80k
44401,C: 40-60k
44402,C: 40-60k
44403,C: 40-60k
44404,C: 40-60k
44405,B: 20-40k
44406,D: 60-80k
44408,C: 40-60k
44410,C: 40-60k
44411,C: 40-60k
44412,C: 40-60k
44413,C: 40-60k
44417,C: 40-60k
44418,D: 60-80k
44420,C: 40-60k
44423,C: 40-60k
44425,C: 40-60k
44427,C: 40-60k
44428,C: 40-60k
44429,C: 40-60k
44430,C: 40-60k
44431,C: 40-60k
44432,C: 40-60k
44436,C: 40-60k
44437,C: 40-60k
44438,B: 20-40k
44440,C: 40-60k
44441,C: 40-60k
44442,C: 40-60k
44443,C: 40-60k
44444,C: 40-60k
44445,C: 40-60k
44446,B: 20-40k
44449,C: 40-60k
44450,C: 40-60k
44451,C: 40-60k
44452,C: 40-60k
44454,C: 40-60k
44455,D: 60-80k
44460,C: 40-60k
44470,C: 40-60k
44471,C: 40-60k
44473,C: 40-60k
44481,C: 40-60k
44483,B: 20-40k
44484,C: 40-60k
44485,B: 20-40k
44490,B: 20-40k
44491,C: 40-60k
44502,B: 20-40k
44503,A: 0-20k
44504,B: 20-40k
44505,B: 20-40k
44506,A: 0-20k
44507,A: 0-20k
44509,B: 20-40k
44510,A: 0-20k
44511,B: 20-40k
44512,C: 40-60k
44514,C: 40-60k
44515,C: 40-60k
44601,B: 20-40k
44606,C: 40-60k
44607,E: 80-100k
44608,C: 40-60k
44609,C: 40-60k
44610,C: 40-60k
44611,C: 40-60k
44612,D: 60-80k
44613,C: 40-60k
44614,C: 40-60k
44615,C: 40-60k
44618,C: 40-60k
44620,C: 40-60k
44621,C: 40-60k
44622,C: 40-60k
44624,C: 40-60k
44625,C: 40-60k
44626,D: 60-80k
44627,C: 40-60k
44628,C: 40-60k
44629,C: 40-60k
44632,C: 40-60k
44633,D: 60-80k
44634,D: 60-80k
44637,C: 40-60k
44638,D: 60-80k
44640,C: 40-60k
44641,C: 40-60k
44643,C: 40-60k
44644,C: 40-60k
44645,D: 60-80k
44646,C: 40-60k
44647,C: 40-60k
44651,C: 40-60k
44653,C: 40-60k
44654,C: 40-60k
44656,C: 40-60k
44657,C: 40-60k
44661,B: 20-40k
44662,C: 40-60k
44663,C: 40-60k
44666,C: 40-60k
44667,C: 40-60k
44669,D: 60-80k
44670,C: 40-60k
44671,B: 20-40k
44672,B: 20-40k
44675,C: 40-60k
44676,D: 60-80k
44677,C: 40-60k
44680,C: 40-60k
44681,C: 40-60k
44682,C: 40-60k
44683,B: 20-40k
44685,D: 60-80k
44688,C: 40-60k
44689,C: 40-60k
44690,C: 40-60k
44691,C: 40-60k
44693,B: 20-40k
44695,C: 40-60k
44697,C: 40-60k
44699,B: 20-40k
44702,A: 0-20k
44703,B: 20-40k
44704,B: 20-40k
44705,B: 20-40k
44706,C: 40-60k
44707,B: 20-40k
44708,C: 40-60k
44709,C: 40-60k
44710,B: 20-40k
44714,B: 20-40k
44718,D: 60-80k
44720,D: 60-80k
44721,D: 60-80k
44730,C: 40-60k
44802,D: 60-80k
44804,C: 40-60k
44805,C: 40-60k
44807,C: 40-60k
44809,C: 40-60k
44811,C: 40-60k
44813,C: 40-60k
44814,D: 60-80k
44815,C: 40-60k
44817,C: 40-60k
44818,C: 40-60k
44820,C: 40-60k
44822,C: 40-60k
44824,C: 40-60k
44825,B: 20-40k
44826,C: 40-60k
44827,C: 40-60k
44830,B: 20-40k
44833,B: 20-40k
44836,C: 40-60k
44837,C: 40-60k
44838,C: 40-60k
44839,C: 40-60k
44840,D: 60-80k
44841,C: 40-60k
44842,C: 40-60k
44843,C: 40-60k
44844,C: 40-60k
44846,D: 60-80k
44847,C: 40-60k
44849,C: 40-60k
44851,C: 40-60k
44853,C: 40-60k
44854,C: 40-60k
44855,C: 40-60k
44856,C: 40-60k
44857,C: 40-60k
44859,C: 40-60k
44861,C: 40-60k
44864,C: 40-60k
44865,C: 40-60k
44866,C: 40-60k
44867,C: 40-60k
44870,C: 40-60k
44874,C: 40-60k
44875,C: 40-60k
44878,C: 40-60k
44880,C: 40-60k
44882,C: 40-60k
44883,C: 40-60k
44887,D: 60-80k
44889,C: 40-60k
44890,C: 40-60k
44902,B: 20-40k
44903,C: 40-60k
44904,C: 40-60k
44905,C: 40-60k
44906,B: 20-40k
44907,B: 20-40k
45001,B: 20-40k
45002,D: 60-80k
45003,C: 40-60k
45005,C: 40-60k
45011,D: 60-80k
45013,C: 40-60k
45014,C: 40-60k
45015,C: 40-60k
45030,D: 60-80k
45032,C: 40-60k
45033,C: 40-60k
45034,F: 100-120k
45036,D: 60-80k
45039,E: 80-100k
45040,E: 80-100k
45042,C: 40-60k
45044,C: 40-60k
45050,D: 60-80k
45052,E: 80-100k
45053,D: 60-80k
45054,D: 60-80k
45056,C: 40-60k
45062,B: 20-40k
45064,C: 40-60k
45065,C: 40-60k
45066,E: 80-100k
45067,C: 40-60k
45068,D: 60-80k
45069,E: 80-100k
45070,B: 20-40k
45101,B: 20-40k
45102,C: 40-60k
45103,C: 40-60k
45106,C: 40-60k
45107,C: 40-60k
45111,D: 60-80k
45112,B: 20-40k
45113,C: 40-60k
45115,L: 240-260k
45118,C: 40-60k
45120,C: 40-60k
45121,C: 40-60k
45122,C: 40-60k
45123,B: 20-40k
45130,C: 40-60k
45131,B: 20-40k
45132,B: 20-40k
45133,C: 40-60k
45135,C: 40-60k
45140,E: 80-100k
45142,C: 40-60k
45144,B: 20-40k
45146,C: 40-60k
45148,C: 40-60k
45150,C: 40-60k
45152,D: 60-80k
45153,C: 40-60k
45154,C: 40-60k
45155,B: 20-40k
45156,B: 20-40k
45157,C: 40-60k
45158,C: 40-60k
45159,C: 40-60k
45160,B: 20-40k
45162,C: 40-60k
45164,B: 20-40k
45166,C: 40-60k
45167,C: 40-60k
45168,C: 40-60k
45169,C: 40-60k
45171,C: 40-60k
45172,B: 20-40k
45174,G: 120-140k
45176,C: 40-60k
45177,C: 40-60k
45202,C: 40-60k
45203,A: 0-20k
45204,B: 20-40k
45205,B: 20-40k
45206,B: 20-40k
45207,B: 20-40k
45208,D: 60-80k
45209,C: 40-60k
45211,B: 20-40k
45212,B: 20-40k
45213,C: 40-60k
45214,A: 0-20k
45215,C: 40-60k
45216,B: 20-40k
45217,C: 40-60k
45218,C: 40-60k
45219,B: 20-40k
45220,B: 20-40k
45223,B: 20-40k
45224,C: 40-60k
45225,A: 0-20k
45226,D: 60-80k
45227,C: 40-60k
45229,B: 20-40k
45230,D: 60-80k
45231,C: 40-60k
45232,A: 0-20k
45233,D: 60-80k
45236,C: 40-60k
45237,B: 20-40k
45238,C: 40-60k
45239,C: 40-60k
45240,C: 40-60k
45241,D: 60-80k
45242,E: 80-100k
45243,F: 100-120k
45244,E: 80-100k
45245,D: 60-80k
45246,C: 40-60k
45247,D: 60-80k
45248,D: 60-80k
45249,D: 60-80k
45251,C: 40-60k
45252,D: 60-80k
45255,D: 60-80k
45301,C: 40-60k
45302,D: 60-80k
45303,C: 40-60k
45304,C: 40-60k
45305,E: 80-100k
45306,C: 40-60k
45307,B: 20-40k
45308,C: 40-60k
45309,C: 40-60k
45310,C: 40-60k
45311,C: 40-60k
45312,C: 40-60k
45314,C: 40-60k
45315,D: 60-80k
45316,B: 20-40k
45317,D: 60-80k
45318,C: 40-60k
45319,D: 60-80k
45320,C: 40-60k
45321,C: 40-60k
45322,C: 40-60k
45323,C: 40-60k
45324,C: 40-60k
45325,D: 60-80k
45326,C: 40-60k
45327,D: 60-80k
45328,B: 20-40k
45330,C: 40-60k
45331,B: 20-40k
45332,B: 20-40k
45333,D: 60-80k
45334,C: 40-60k
45335,C: 40-60k
45336,D: 60-80k
45337,D: 60-80k
45338,C: 40-60k
45339,B: 20-40k
45340,C: 40-60k
45341,C: 40-60k
45342,C: 40-60k
45344,C: 40-60k
45345,C: 40-60k
45346,C: 40-60k
45347,C: 40-60k
45348,C: 40-60k
45349,C: 40-60k
45350,D: 60-80k
45351,C: 40-60k
45352,B: 20-40k
45353,C: 40-60k
45354,C: 40-60k
45356,C: 40-60k
45358,D: 60-80k
45359,C: 40-60k
45360,C: 40-60k
45361,C: 40-60k
45362,C: 40-60k
45363,D: 60-80k
45365,C: 40-60k
45368,C: 40-60k
45369,C: 40-60k
45370,D: 60-80k
45371,D: 60-80k
45372,C: 40-60k
45373,C: 40-60k
45377,C: 40-60k
45378,C: 40-60k
45380,C: 40-60k
45381,C: 40-60k
45382,C: 40-60k
45383,C: 40-60k
45384,D: 60-80k
45385,C: 40-60k
45387,D: 60-80k
45388,D: 60-80k
45389,C: 40-60k
45390,B: 20-40k
45402,A: 0-20k
45403,B: 20-40k
45404,B: 20-40k
45405,B: 20-40k
45406,B: 20-40k
45409,C: 40-60k
45410,B: 20-40k
45414,C: 40-60k
45415,C: 40-60k
45416,B: 20-40k
45417,B: 20-40k
45418,C: 40-60k
45419,D: 60-80k
45420,B: 20-40k
45424,C: 40-60k
45426,B: 20-40k
45429,C: 40-60k
45430,D: 60-80k
45431,C: 40-60k
